"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","HFO2(WT%)","THO2(WT%)","UO2(WT%)","UO3(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","CEO2(WT%)","ND2O3(WT%)","SM2O3(WT%)","EU2O3(WT%)","GD2O3(WT%)","DY2O3(WT%)","ER2O3(WT%)","Y2O3(WT%)","V2O3(WT%)","V2O5(WT%)","NB2O3(WT%)","NB2O5(WT%)","TA2O3(WT%)","TA2O5(WT%)","PR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","SNO2(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","F(WT%)","CL(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","FE(WT%)","NA(WT%)","HE(MOL/G)","LI(PPM)","BE(PPM)","B(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB204(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","ND143_ND144","ND145_ND144","ND146_ND144","ND148_ND144","ND150_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","CE138_CE142","LA138_CE142","PB206_U238","PB207_U235","PB208_TH232","RA226_TH230_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_PB206","U238_TH232_ACT","D18O(‰)","D18O(‰VSMOW)","CHROMITE(MOL%)","HERCYNITE(MOL%)","JACOBSITE(MOL%)","MG-CHROMITE(MOL%)","MAGNESIOFERRITE(MOL%)","MAGNETITE(MOL%)","SPINEL(MOL%)","ULVOSPINEL(MOL%)","AGE(KA)","AGE(MA)",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.99","","","","","","","","29.48","","","","","","","","","","642.9","","","","0.2062","","0.669","","","0.55897","15.89171","","","","","","","","","","","","","","","","","","","","2862.4 \ 2870.3 \ 2875.9",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.36","","","","","","","","43.7","","","","","","","","","","515.5","","","","0.19878","","2.057","","","0.54335","14.89184","","","","","","","","","","","","","","","","","","","","2797.4 \ 2808.4 \ 2816.2",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.72","","","","","","","","67.28","","","","","","","","","","1515.3","","","","0.19859","","0.53","","","0.54351","14.88185","","","","","","","","","","","","","","","","","","","","2798.1 \ 2807.7 \ 2814.6",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.51","","","","","","","","59.63","","","","","","","","","","956.9","","","","0.1982","","0.315","","","0.5373","14.68354","","","","","","","","","","","","","","","","","","","","2772.1 \ 2795 \ 2811.5",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.29","","","","","","","","83.38","","","","","","","","","","879.8","","","","0.1962","","0.513","","","0.53466","14.46374","","","","","","","","","","","","","","","","","","","","2761.1 \ 2780.6 \ 2794.9",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.05","","","","","","","","39.62","","","","","","","","","","697.6","","","","0.19384","","1.467","","","0.53159","14.2077","","","","","","","","","","","","","","","","","","","","2748.1 \ 2763.7 \ 2775",
"[5661] NORTHRUP C. J. (1999)","samp. 92PL-53","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SLAVE PROVINCE_ARCHEAN / SLAVE PROVINCE GNEISS COMPLEXES","POINT LAKE AREA","65.29","65.29","-113.2183","-113.2183","subaerial","","","GNEISS","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1708.69","","","","","","","","3589.58","","","","","","","","","","2977","","","","0.20312","","0.022","","","0.44434","12.44453","","","","","","","","","","","","","","","","","","","","2370 \ 2638.5 \ 2851.5",
"[6058] FOURNELLE J. H. (1996)","samp. ZAM1","","","","","","","","","","","GABBRO","","","","","TITANITE (SPHENE)","","","","","primary","31.78","32.95","","","","","","3.04","0","","","","","","","","","","","","","","","","","","","","1.56","","27.66","0.25","0.01","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[6352] DUCHARME Y. (1997)","samp. PL-93-2A","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / PREISSAC PLUTON","LACORNE BLOCK","48.17","48.5","-77.58","-78.5","subaerial","","","MONZOGRANITE, BIOTITE-MUSCOVITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","","","","57","","","","","","","","","","812","","","","","","0.1546","","","","","","","","","","","","","","","","","","","","","","","","2672 \ 2677 \ 2681",
"[6940] CORFU F. (1989)","samp. C-86-11","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / PUKASKWA GNEISSIC COMPLEX","","48.7","48.7","-86.4","-86.4","subaerial","","","GRANODIORITE, BIOTITE-HORNBLENDE","FINE-GRAINED FOLIATED, LINEATED","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","40","","","","","","","","","","913","","","","0.18379","","","","","0.5166","13.092","","","","","","","","","","","","","","","","","","","","2687",
"[6940] CORFU F. (1989)","samp. C-86-11","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / PUKASKWA GNEISSIC COMPLEX","","48.7","48.7","-86.4","-86.4","subaerial","","","GRANODIORITE, BIOTITE-HORNBLENDE","FINE-GRAINED FOLIATED, LINEATED","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","","37","","","","","","","","","","916","","","","0.18394","","","","","0.5129","13.008","","","","","","","","","","","","","","","","","","","","2689",
"[6940] CORFU F. (1989)","samp. C-86-14","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / GOWAN LAKE PLUTON","","48.7","48.7","-86.4","-86.4","subaerial","","","GRANODIORITE, HORNBLENDE","COARSE-GRAINED","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","53","","","","","","","","","","933","","","","0.18272","","","","","0.5126","12.913","","","","","","","","","","","","","","","","","","","","2678",
"[6979] TROLL V. R. (2003)","samp. TITANITE^X^","OCEAN ISLAND","CANARY ISLANDS / GRAN CANARIA","HOLE 953C","28.6502","28.6502","-15.1445","-15.1445","subaquatic","-3588.9","-3588.9","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","29.03","34.33","0.49","0","0","","","0.23","","0.4","2.39","","1.63","0.47","0.03","0.27","0.2","0.07","0.95","","","","1.04","","","0.31","","","3.31","","24.13","0","0.55","","","","","","","0.02","0.6","","","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","7466","3623","8230","","","","","","","3418","20400","2646","14000","4095","250","2316","","1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[7107] WYMAN D. A. (1993)","samp. AD","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE","ADAMS, KIRKLAND LAKE REGION","48.2","48.3","-79.75","-80.25","subaerial","","","LAMPROPHYRE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","62","","","","","","","","","","693","","","","0.182326","","","","","0.51263","12.888","","","","","","","","","","","","","","","","","","","","2668 \ 2671 \ 2674",
"[7107] WYMAN D. A. (1993)","samp. AD","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE","ADAMS, KIRKLAND LAKE REGION","48.2","48.3","-79.75","-80.25","subaerial","","","LAMPROPHYRE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2668 \ 2672 \ 2675",
"[7107] WYMAN D. A. (1993)","samp. AD","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE","ADAMS, KIRKLAND LAKE REGION","48.2","48.3","-79.75","-80.25","subaerial","","","LAMPROPHYRE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","","","","","36","","","","","","","","","","254","","","","0.182082","","","","","0.50756","12.7425","","","","","","","","","","","","","","","","","","","","2646 \ 2661 \ 2671",
"[7107] WYMAN D. A. (1993)","samp. MB-3","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE","MCBEAN, KIRKLAND LAKE REGION","48.2","48.3","-79.75","-80.25","subaerial","","","LAMPROPHYRE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","79","","","","","","","","","","107","","","","0.174937","","","","","0.29182","7.0387","","","","","","","","","","","","","","","","","","","","1651 \ 2116 \ 2605",
"[7107] WYMAN D. A. (1993)","samp. S1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE","SWASTIKA, KIRKLAND LAKE REGION","48.2","48.3","-79.75","-80.25","subaerial","","","LAMPROPHYRE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","14","","","","","","","","","","127","","","","0.179609","","","","","0.47195","11.6877","","","","","","","","","","","","","","","","","","","","2492 \ 2579 \ 2649",
"[7107] WYMAN D. A. (1993)","samp. S1","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE","SWASTIKA, KIRKLAND LAKE REGION","48.2","48.3","-79.75","-80.25","subaerial","","","LAMPROPHYRE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2495 \ 2584 \ 2655",
"[7109] DAVIS D. W. (1988)","samp. 4","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MARMION LAKE BATHOLITH / WABIGOON GREENSTONE BELT / CENTRAL WABIGOON GREENSTONE BELT","LUMBY LAKE BELT","48.9925","48.9925","-91.2736","-91.2736","subaerial","","","GNEISS","MEDIUM-GRAINED","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","333.2","0.20506","","0.0562","","","0.54301","14.803","","","","","","","","","","","","","","","","","","","","2807.3",
"[7109] DAVIS D. W. (1988)","samp. 4","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MARMION LAKE BATHOLITH / WABIGOON GREENSTONE BELT / CENTRAL WABIGOON GREENSTONE BELT","LUMBY LAKE BELT","48.9925","48.9925","-91.2736","-91.2736","subaerial","","","GNEISS","MEDIUM-GRAINED","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","","","","","533.6","0.2025","","0.0494","","","0.54632","14.913","","","","","","","","","","","","","","","","","","","","2809.5",
"[7109] DAVIS D. W. (1988)","samp. 4","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MARMION LAKE BATHOLITH / WABIGOON GREENSTONE BELT / CENTRAL WABIGOON GREENSTONE BELT","LUMBY LAKE BELT","48.9925","48.9925","-91.2736","-91.2736","subaerial","","","GNEISS","MEDIUM-GRAINED","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","","","","","","","","","","","","","579.4","0.20202","","0.0656","","","0.54102","14.76","","","","","","","","","","","","","","","","","","","","2808.5",
"[7242] CHAMBERS L. M. (2005)","samp. MT2","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE / EIGG LAVA FORMATION","MUCK, PORT AN T-SEILICH","56.82","56.85","-6.2","-6.28","subaerial","","","BASALT","","","","","TITANITE (SPHENE)","T-1,17","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.919","","","","","","","","4.66","","","","","","","","","","17.105","","","","","","","","","","","","","","","","72.62","","","","","","","","","","","","","","",
"[7242] CHAMBERS L. M. (2005)","samp. MT2","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE / EIGG LAVA FORMATION","MUCK, PORT AN T-SEILICH","56.82","56.85","-6.2","-6.28","subaerial","","","BASALT","","","","","TITANITE (SPHENE)","T-2,18","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.724","","","","","","","","4.473","","","","","","","","","","16.967","","","","","","","","","","","","","","","","57.42","","","","","","","","","","","","","","",
"[7242] CHAMBERS L. M. (2005)","samp. MT2-00","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE / EIGG LAVA FORMATION","MUCK, PORT AN T-SEILICH","56.82","56.85","-6.2","-6.28","subaerial","","","BASALT","","","","","TITANITE (SPHENE)","T-1,9","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.882","","","","","","","","4.555","","","","","","","","","","17.984","","","","","","","","","","","","","","","","154.2","","","","","","","","","","","","","","",
"[7242] CHAMBERS L. M. (2005)","samp. MT2-00","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE / EIGG LAVA FORMATION","MUCK, PORT AN T-SEILICH","56.82","56.85","-6.2","-6.28","subaerial","","","BASALT","","","","","TITANITE (SPHENE)","T-2,15","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.693","","","","","","","","5.178","","","","","","","","","","17.516","","","","","","","","","","","","","","","","120.3","","","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 1017","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / LOWER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","PHONOLITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","","16.6","","","","","","","","","","","","","","","","","","","","","","","0.772","","1.003","","","0.403","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 1034","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / MIDDLE LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","PHONOLITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.6","","14.4","","","","","","","","","","","","","","","","","","","","","","","0.809","","0.994","","","0.366","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 1060","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / UPPER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","PHONOLITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.6","","12.47","","","","","","","","","","","","","","","","","","","","","","","0.806","","1.001","","","0.325","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 1060","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / UPPER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","PHONOLITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.9","","12.68","","","","","","","","","","","","","","","","","","","","","","","0.795","","0.99","","","0.329","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 1088","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / UPPER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","PHONOLITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.1","","11.65","","","","","","","","","","","","","","","","","","","","","","","0.802","","0.998","","","0.321","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 1088","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / UPPER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","PHONOLITE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","","12.54","","","","","","","","","","","","","","","","","","","","","","","0.792","","0.997","","","0.328","","","","","","","","","","","","",
"[7764] BOURDON B. (1994)","samp. 15611","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER","50.4","50.4","7.3","7.3","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.7","","8.52","","","","","","","","","","","","","","","","","","","","","","","0.838","","0.996","","","0.279","","","","","","","","","","","","",
